timestamp,elapsed_seconds,rpm,speed_kmh,coolant_temp_c,intake_temp_c,throttle_pos_pct,engine_load_pct,short_fuel_trim_pct,long_fuel_trim_pct,maf_g_per_sec,battery_voltage,dtc_codes
2024-03-15 09:05:09.000,309.0,1408,51.2,90.6,32.9,30.2,31.7,1.86,2.07,8.79,14.0,[]
2024-03-15 09:05:09.500,309.5,1368,50.6,89.3,33.7,29.5,31.0,2.0,2.14,8.95,13.96,[]
2024-03-15 09:05:10.000,310.0,1344,52.0,91.0,33.9,29.1,30.1,1.53,2.41,8.64,13.96,[]
2024-03-15 09:05:10.500,310.5,1367,52.6,89.4,33.7,31.5,32.1,1.36,2.67,8.61,14.01,[]
2024-03-15 09:05:11.000,311.0,1345,52.1,89.9,33.8,30.7,34.4,2.29,2.11,8.88,13.96,[]
2024-03-15 09:05:11.500,311.5,1372,51.8,89.5,33.6,32.0,30.3,0.64,2.45,8.96,13.9,[]
2024-03-15 09:05:12.000,312.0,1362,52.6,90.3,32.9,30.3,28.9,0.93,2.24,8.57,13.93,[]
2024-03-15 09:05:12.500,312.5,1338,50.6,89.7,33.5,31.0,32.0,1.19,2.22,8.99,13.93,[]
2024-03-15 09:05:13.000,313.0,1331,53.8,89.2,33.1,32.0,31.3,1.7,2.81,8.57,13.96,[]
2024-03-15 09:05:13.500,313.5,1318,51.4,90.4,33.3,31.5,33.5,1.72,2.68,8.47,14.01,[]
2024-03-15 09:05:14.000,314.0,1327,52.4,90.0,33.8,31.3,31.2,1.57,2.44,8.41,14.04,[]
2024-03-15 09:05:14.500,314.5,1303,53.5,90.7,33.0,32.7,32.5,1.3,1.82,8.79,13.94,[]
2024-03-15 09:05:15.000,315.0,1299,52.7,90.3,34.3,32.2,33.6,2.12,2.65,8.65,13.95,[]
2024-03-15 09:05:15.500,315.5,1251,53.6,90.1,33.8,34.7,32.1,1.39,2.7,8.27,14.04,[]
2024-03-15 09:05:16.000,316.0,1248,54.5,90.7,34.2,33.3,34.1,2.25,2.59,8.32,14.07,[]
2024-03-15 09:05:16.500,316.5,1286,52.8,88.9,33.2,33.9,35.6,2.06,2.25,8.85,13.93,[]
2024-03-15 09:05:17.000,317.0,1294,52.8,90.4,33.5,31.5,34.8,1.01,2.47,8.63,13.93,[]
2024-03-15 09:05:17.500,317.5,1262,53.2,89.8,33.8,34.0,33.8,1.78,3.12,8.18,14.04,[]
2024-03-15 09:05:18.000,318.0,1277,52.7,89.6,32.6,34.2,32.5,1.69,2.21,8.21,14.0,[]
2024-03-15 09:05:18.500,318.5,1229,54.1,90.3,33.0,35.4,33.4,1.53,1.74,8.45,13.97,[]
2024-03-15 09:05:19.000,319.0,1236,54.0,89.6,33.4,33.9,34.5,1.85,2.49,8.5,14.01,[]
2024-03-15 09:05:19.500,319.5,1246,55.5,90.8,33.8,35.1,35.2,1.03,2.65,8.31,14.0,[]
2024-03-15 09:05:20.000,320.0,1248,56.7,89.7,33.5,35.3,32.0,1.41,2.69,8.34,13.91,[]
2024-03-15 09:05:20.500,320.5,1230,55.5,90.2,34.0,33.9,33.9,2.0,2.1,8.09,14.05,[]
2024-03-15 09:05:21.000,321.0,1208,56.0,89.5,34.4,35.1,33.3,1.14,2.34,8.17,13.97,[]
2024-03-15 09:05:21.500,321.5,1266,54.2,90.8,33.3,33.9,31.7,2.63,2.26,8.2,13.97,[]
2024-03-15 09:05:22.000,322.0,1214,54.4,89.7,33.9,34.6,32.7,1.67,2.21,7.66,13.99,[]
2024-03-15 09:05:22.500,322.5,1252,56.2,90.3,33.4,35.9,37.0,1.26,2.06,8.11,13.98,[]
2024-03-15 09:05:23.000,323.0,1222,55.3,89.8,33.4,36.0,32.8,1.3,2.55,8.15,13.97,[]
2024-03-15 09:05:23.500,323.5,1200,54.7,90.0,33.4,34.4,33.7,1.59,2.16,8.13,13.99,[]
2024-03-15 09:05:24.000,324.0,1200,53.6,90.0,33.7,34.8,33.7,1.9,2.67,7.75,13.94,[]
2024-03-15 09:05:24.500,324.5,1238,53.0,90.6,34.5,35.6,33.1,1.54,2.08,8.23,13.95,[]
2024-03-15 09:05:25.000,325.0,1212,54.9,90.8,33.2,34.9,35.1,0.86,1.92,7.62,13.99,[]
2024-03-15 09:05:25.500,325.5,1199,56.5,88.8,33.9,34.6,35.8,1.29,2.02,8.01,14.03,[]
2024-03-15 09:05:26.000,326.0,1201,57.5,89.8,32.8,34.5,35.1,2.55,2.18,7.77,13.92,[]
2024-03-15 09:05:26.500,326.5,1173,56.0,90.2,33.2,34.8,30.6,1.75,2.01,8.09,13.95,[]
2024-03-15 09:05:27.000,327.0,1245,57.3,90.2,33.7,36.2,34.9,1.94,2.24,8.17,13.96,[]
2024-03-15 09:05:27.500,327.5,1228,57.1,89.4,33.4,33.4,32.8,1.35,2.06,8.22,13.9,[]
2024-03-15 09:05:28.000,328.0,1179,57.1,89.4,33.9,35.7,34.1,1.45,2.32,7.83,14.02,[]
2024-03-15 09:05:28.500,328.5,1181,57.5,89.4,33.8,35.2,30.5,1.58,2.59,8.36,14.01,[]
2024-03-15 09:05:29.000,329.0,1194,57.2,90.4,34.3,34.0,34.0,1.82,2.43,8.2,13.98,[]
2024-03-15 09:05:29.500,329.5,1251,58.0,90.7,33.0,33.7,31.5,1.31,1.73,8.58,13.98,[]
2024-03-15 09:05:30.000,330.0,1217,57.9,90.1,33.6,34.6,34.5,1.57,2.93,7.93,13.97,[]
2024-03-15 09:05:30.500,330.5,1202,58.2,89.3,34.6,34.9,32.6,1.28,2.25,8.23,14.09,[]
2024-03-15 09:05:31.000,331.0,1201,57.0,89.5,34.0,34.1,33.7,1.49,2.56,8.07,14.07,[]
2024-03-15 09:05:31.500,331.5,1201,58.4,90.3,34.4,34.2,35.2,0.91,1.96,7.56,14.05,[]
2024-03-15 09:05:32.000,332.0,1183,56.0,89.9,33.9,33.4,28.3,1.23,2.16,7.78,13.99,[]
2024-03-15 09:05:32.500,332.5,1176,57.3,89.2,33.1,34.2,32.5,2.29,2.17,7.69,13.93,[]
2024-03-15 09:05:33.000,333.0,1162,57.3,90.0,34.5,34.6,33.0,0.65,2.19,7.72,14.03,[]
2024-03-15 09:05:33.500,333.5,1213,57.3,91.0,32.8,34.8,32.8,1.2,2.28,8.13,14.11,[]
2024-03-15 09:05:34.000,334.0,1207,56.8,89.6,33.9,34.7,35.1,0.88,2.15,8.22,13.97,[]
2024-03-15 09:05:34.500,334.5,1212,59.5,90.4,34.1,33.9,37.9,1.58,2.13,7.78,14.0,[]
2024-03-15 09:05:35.000,335.0,1215,57.8,91.1,33.2,33.5,35.4,0.55,2.14,7.99,14.01,[]
2024-03-15 09:05:35.500,335.5,1212,58.6,89.1,33.0,35.9,31.6,1.56,2.73,8.26,14.01,[]
2024-03-15 09:05:36.000,336.0,1216,57.9,90.3,33.8,33.7,35.4,1.59,2.71,8.25,13.93,[]
2024-03-15 09:05:36.500,336.5,1178,57.3,89.9,33.7,35.6,32.8,1.15,2.16,7.8,14.03,[]
2024-03-15 09:05:37.000,337.0,1246,58.2,89.4,33.7,32.8,33.9,1.81,1.86,8.19,13.95,[]
2024-03-15 09:05:37.500,337.5,1239,58.7,90.6,33.7,34.6,35.0,1.79,2.25,8.12,13.97,[]
2024-03-15 09:05:38.000,338.0,1210,59.5,90.5,33.9,35.1,34.3,1.91,2.55,7.94,14.01,[]
2024-03-15 09:05:38.500,338.5,1294,59.0,90.3,33.4,34.0,32.7,1.23,2.52,8.36,13.97,[]
2024-03-15 09:05:39.000,339.0,1189,59.0,89.9,33.3,33.8,29.5,0.84,2.77,7.91,14.02,[]
2024-03-15 09:05:39.500,339.5,1284,59.0,90.1,33.3,35.1,34.6,1.38,2.65,8.56,14.03,[]
2024-03-15 09:05:40.000,340.0,1229,59.3,90.3,32.8,32.3,32.6,2.17,2.05,8.02,13.98,[]
2024-03-15 09:05:40.500,340.5,1286,59.8,89.7,33.6,33.4,34.3,1.57,2.67,8.79,13.92,[]
2024-03-15 09:05:41.000,341.0,1232,60.4,89.4,33.7,33.2,30.8,1.32,2.3,8.21,14.06,[]
2024-03-15 09:05:41.500,341.5,1239,60.6,89.6,33.4,32.0,28.1,0.91,2.21,7.92,13.99,[]
2024-03-15 09:05:42.000,342.0,1280,61.2,90.3,34.2,33.1,34.6,1.28,1.84,8.54,13.98,[]
2024-03-15 09:05:42.500,342.5,1283,61.7,90.6,33.7,32.9,35.5,2.11,2.07,8.08,13.92,[]
2024-03-15 09:05:43.000,343.0,1243,60.4,88.8,33.3,33.3,29.2,2.12,1.98,8.24,14.01,[]
2024-03-15 09:05:43.500,343.5,1300,60.4,89.5,34.2,33.9,33.5,1.53,2.13,8.29,13.96,[]
2024-03-15 09:05:44.000,344.0,1292,60.2,90.9,33.9,33.4,36.3,1.99,2.03,8.56,13.96,[]
2024-03-15 09:05:44.500,344.5,1284,59.9,90.3,33.8,32.2,35.9,1.77,2.39,8.56,14.02,[]
2024-03-15 09:05:45.000,345.0,1297,60.5,90.5,34.1,33.3,34.4,1.4,1.99,8.67,13.97,[]
2024-03-15 09:05:45.500,345.5,1316,60.0,89.5,33.9,31.4,30.2,2.06,2.82,8.6,14.03,[]
2024-03-15 09:05:46.000,346.0,1343,61.0,90.5,32.9,30.9,34.4,2.57,2.0,8.22,14.02,[]
2024-03-15 09:05:46.500,346.5,1333,60.6,89.3,34.1,32.3,33.1,2.42,2.05,8.72,13.95,[]
2024-03-15 09:05:47.000,347.0,1328,60.4,90.4,33.6,31.2,30.1,1.71,2.02,8.28,14.02,[]
2024-03-15 09:05:47.500,347.5,1353,59.7,90.3,33.3,31.3,35.3,1.41,2.48,8.37,13.93,[]
2024-03-15 09:05:48.000,348.0,1336,58.7,89.6,33.8,31.3,32.8,1.8,2.65,8.62,13.95,[]
2024-03-15 09:05:48.500,348.5,1378,60.6,89.6,33.7,31.9,30.2,1.56,2.4,8.67,13.94,[]
2024-03-15 09:05:49.000,349.0,1339,59.7,89.4,34.1,30.9,29.0,1.65,2.75,8.86,13.95,[]
2024-03-15 09:05:49.500,349.5,1364,60.8,89.7,32.9,30.1,29.2,2.08,2.57,8.99,13.94,[]
2024-03-15 09:05:50.000,350.0,1397,60.2,90.0,34.2,30.9,31.3,1.32,2.38,9.13,13.9,[]
2024-03-15 09:05:50.500,350.5,1415,57.4,90.6,34.3,28.5,32.4,1.26,2.58,9.33,13.99,[]
2024-03-15 09:05:51.000,351.0,1396,59.6,89.4,33.5,30.7,30.4,1.54,2.5,9.02,14.06,[]
2024-03-15 09:05:51.500,351.5,1422,59.1,89.8,32.9,29.9,28.7,1.53,2.67,9.3,13.92,[]
2024-03-15 09:05:52.000,352.0,1425,61.5,89.8,33.6,29.8,31.4,1.9,2.14,9.02,14.06,[]
2024-03-15 09:05:52.500,352.5,1448,59.5,89.8,33.9,30.0,31.9,1.98,2.25,9.56,13.94,[]
2024-03-15 09:05:53.000,353.0,1456,60.4,89.5,33.9,31.0,33.2,1.82,2.63,9.2,14.02,[]
2024-03-15 09:05:53.500,353.5,1406,58.6,89.1,32.8,28.4,30.4,2.12,2.25,8.99,14.07,[]
2024-03-15 09:05:54.000,354.0,1480,58.5,89.9,33.7,28.0,29.9,0.84,2.45,9.76,13.97,[]
2024-03-15 09:05:54.500,354.5,1492,60.9,90.4,34.1,28.0,31.1,2.29,1.82,9.54,13.93,[]
2024-03-15 09:05:55.000,355.0,1448,60.4,90.2,33.6,29.9,33.0,2.19,2.5,9.24,14.03,[]
2024-03-15 09:05:55.500,355.5,1511,61.2,89.6,33.8,26.5,34.2,1.96,2.35,9.69,13.95,[]
2024-03-15 09:05:56.000,356.0,1541,59.7,90.3,34.7,27.7,31.3,2.55,1.65,9.69,13.9,[]
2024-03-15 09:05:56.500,356.5,1529,58.8,90.2,34.4,29.3,29.3,2.34,2.26,9.67,14.02,[]
2024-03-15 09:05:57.000,357.0,1499,59.4,89.2,34.2,27.4,33.5,1.25,2.44,9.58,14.0,[]
2024-03-15 09:05:57.500,357.5,1523,57.4,90.2,34.0,27.5,27.9,1.17,2.12,9.72,13.94,[]
2024-03-15 09:05:58.000,358.0,1526,59.0,90.2,33.7,26.4,29.6,2.38,2.76,9.91,14.01,[]
2024-03-15 09:05:58.500,358.5,1556,60.2,90.1,33.7,26.0,33.2,1.67,2.16,9.34,13.91,[]
2024-03-15 09:05:59.000,359.0,1556,60.8,90.2,33.3,26.3,32.0,1.19,2.37,9.76,13.92,[]
2024-03-15 09:05:59.500,359.5,1614,61.5,89.9,33.3,26.3,30.8,0.65,2.56,10.0,13.9,[]
2024-03-15 09:06:00.000,360.0,1546,60.8,90.3,33.7,26.5,27.8,2.05,2.3,9.79,13.94,[]
2024-03-15 09:06:00.500,360.5,1610,59.9,89.9,33.6,25.8,27.5,1.02,2.7,10.36,13.94,[]
2024-03-15 09:06:01.000,361.0,1554,57.4,89.3,34.1,25.9,29.2,1.88,2.16,9.58,13.95,[]
2024-03-15 09:06:01.500,361.5,1600,59.7,89.6,33.7,23.4,28.4,1.21,2.43,10.36,13.9,[]
2024-03-15 09:06:02.000,362.0,1614,59.3,90.5,33.2,24.5,26.3,1.17,2.14,10.19,13.94,[]
2024-03-15 09:06:02.500,362.5,1656,57.9,90.5,33.0,24.4,28.4,1.41,1.98,10.25,13.97,[]
2024-03-15 09:06:03.000,363.0,1611,60.6,89.8,34.0,22.9,31.2,1.75,2.54,10.25,14.02,[]
2024-03-15 09:06:03.500,363.5,1670,60.1,90.6,34.5,24.0,31.8,1.39,2.19,10.45,13.9,[]
2024-03-15 09:06:04.000,364.0,1677,57.8,90.1,33.6,22.8,32.2,1.66,1.64,10.46,13.89,[]
2024-03-15 09:06:04.500,364.5,1661,58.3,90.3,33.8,22.4,29.2,2.23,2.77,10.21,13.92,[]
2024-03-15 09:06:05.000,365.0,1694,58.1,89.2,34.1,22.0,30.9,1.59,2.31,10.75,13.89,[]
2024-03-15 09:06:05.500,365.5,1661,59.7,91.2,34.2,21.8,26.7,1.13,2.41,10.17,13.92,[]
2024-03-15 09:06:06.000,366.0,1715,59.0,89.3,33.5,22.2,31.6,1.35,2.17,10.22,13.91,[]
2024-03-15 09:06:06.500,366.5,1662,58.0,89.5,33.7,21.9,30.4,1.68,1.92,10.2,13.89,[]
2024-03-15 09:06:07.000,367.0,1706,58.6,90.2,33.2,20.8,29.0,2.01,2.57,10.51,13.94,[]
2024-03-15 09:06:07.500,367.5,1729,58.7,90.8,33.5,20.5,28.7,0.97,2.52,10.72,13.92,[]
2024-03-15 09:06:08.000,368.0,1764,59.1,90.4,33.8,20.5,29.0,1.53,2.84,11.08,13.92,[]
2024-03-15 09:06:08.500,368.5,1816,61.0,89.7,33.8,18.7,23.6,0.86,2.11,10.86,13.89,[]
2024-03-15 09:06:09.000,369.0,1768,57.7,88.9,33.2,17.7,27.6,1.45,2.26,10.76,13.97,[]
2024-03-15 09:06:09.500,369.5,1862,58.8,90.9,34.0,20.4,25.9,2.07,2.09,10.97,13.94,[]
2024-03-15 09:06:10.000,370.0,1788,58.8,89.7,33.5,19.5,27.0,2.04,2.23,10.77,13.92,[]
2024-03-15 09:06:10.500,370.5,1850,58.1,89.7,33.9,20.6,31.5,1.9,2.77,11.53,13.91,[]
2024-03-15 09:06:11.000,371.0,1855,58.4,90.2,34.3,19.4,30.1,1.59,2.23,11.21,13.87,[]
2024-03-15 09:06:11.500,371.5,1846,58.1,90.6,34.2,18.3,24.3,0.91,2.73,11.19,13.97,[]
2024-03-15 09:06:12.000,372.0,1887,58.0,89.3,34.2,19.7,28.0,1.63,2.18,11.48,13.84,[]
2024-03-15 09:06:12.500,372.5,1891,57.0,90.7,34.0,17.9,23.7,1.29,1.84,11.28,13.89,[]
2024-03-15 09:06:13.000,373.0,1917,56.6,90.3,33.5,18.9,29.6,1.98,1.62,11.67,13.94,[]
2024-03-15 09:06:13.500,373.5,1925,58.6,89.0,34.3,17.9,28.9,0.7,2.16,11.78,13.83,[]
2024-03-15 09:06:14.000,374.0,1965,58.4,89.8,33.9,15.9,24.8,2.13,2.58,11.58,13.98,[]
2024-03-15 09:06:14.500,374.5,1970,57.0,90.8,33.4,15.9,25.3,1.4,2.11,12.15,13.91,[]
2024-03-15 09:06:15.000,375.0,1957,57.6,89.8,33.7,16.7,25.7,1.31,2.44,11.69,13.87,[]
2024-03-15 09:06:15.500,375.5,1979,55.7,89.9,34.9,15.1,20.8,1.76,1.86,11.99,13.88,[]
2024-03-15 09:06:16.000,376.0,1998,57.5,89.1,33.3,17.0,28.1,2.19,2.23,12.3,13.96,[]
2024-03-15 09:06:16.500,376.5,2013,57.7,88.8,33.8,14.7,25.3,1.79,2.35,12.28,13.87,[]
2024-03-15 09:06:17.000,377.0,2003,55.5,89.9,33.8,14.2,26.0,1.31,2.75,11.74,13.91,[]
2024-03-15 09:06:17.500,377.5,1991,55.7,89.9,34.2,14.5,24.8,1.11,2.08,12.06,13.96,[]
2024-03-15 09:06:18.000,378.0,2048,56.6,89.7,33.3,16.3,26.7,1.16,1.99,12.16,13.86,[]
2024-03-15 09:06:18.500,378.5,2082,56.7,89.6,34.3,16.4,27.6,1.26,2.5,12.47,13.88,[]
2024-03-15 09:06:19.000,379.0,2033,57.7,89.3,34.3,14.3,25.6,1.62,2.28,11.98,13.86,[]
2024-03-15 09:06:19.500,379.5,2076,56.1,90.7,34.0,16.1,27.4,0.86,2.08,12.55,13.92,[]
2024-03-15 09:06:20.000,380.0,2095,55.4,89.8,34.1,16.1,27.3,1.54,2.44,12.45,13.81,[]
2024-03-15 09:06:20.500,380.5,2145,55.3,89.8,33.0,17.9,27.6,0.89,2.22,12.77,13.79,[]
2024-03-15 09:06:21.000,381.0,2125,55.0,89.8,33.9,19.1,29.5,2.19,2.06,12.89,13.81,[]
2024-03-15 09:06:21.500,381.5,2137,56.8,89.5,34.0,18.6,29.4,1.35,1.82,12.61,13.88,[]
2024-03-15 09:06:22.000,382.0,2170,55.9,89.9,33.1,18.1,28.1,2.44,2.44,12.74,13.86,[]
2024-03-15 09:06:22.500,382.5,2135,56.4,90.9,34.6,18.3,27.6,0.91,1.83,12.61,13.86,[]
2024-03-15 09:06:23.000,383.0,2218,56.2,89.9,34.7,17.5,25.8,1.41,2.55,13.2,13.81,[]
2024-03-15 09:06:23.500,383.5,2151,55.2,89.9,33.0,19.2,29.5,1.95,2.13,12.44,13.84,[]
2024-03-15 09:06:24.000,384.0,2169,56.8,89.9,34.1,20.3,29.2,1.57,2.3,12.98,13.89,[]
2024-03-15 09:06:24.500,384.5,2237,54.0,89.4,33.5,19.8,26.5,1.22,2.35,13.18,13.92,[]
2024-03-15 09:06:25.000,385.0,2166,54.0,89.9,34.3,19.4,27.0,1.51,2.37,12.77,13.91,[]
2024-03-15 09:06:25.500,385.5,2188,54.9,89.9,34.5,21.0,29.3,1.3,2.11,12.87,13.95,[]
2024-03-15 09:06:26.000,386.0,2249,53.4,90.3,33.3,21.0,25.2,0.98,2.77,13.54,13.85,[]
2024-03-15 09:06:26.500,386.5,2265,54.7,89.8,34.1,19.7,29.9,2.11,2.28,13.43,13.87,[]
2024-03-15 09:06:27.000,387.0,2284,54.8,89.5,34.3,21.6,28.6,1.39,2.85,13.46,13.95,[]
2024-03-15 09:06:27.500,387.5,2239,54.1,89.0,34.5,21.4,29.4,1.36,2.22,13.1,13.94,[]
2024-03-15 09:06:28.000,388.0,2261,55.9,89.6,34.2,23.5,27.5,1.75,2.63,13.38,13.82,[]
2024-03-15 09:06:28.500,388.5,2316,53.9,90.5,33.3,23.0,30.8,1.95,2.17,13.69,13.82,[]
2024-03-15 09:06:29.000,389.0,2365,53.5,89.6,33.8,23.5,31.0,1.37,2.01,13.74,13.8,[]
2024-03-15 09:06:29.500,389.5,2388,54.0,90.0,33.7,23.5,30.7,1.38,2.34,14.22,13.8,[]
2024-03-15 09:06:30.000,390.0,2328,51.2,90.7,33.1,23.3,26.4,0.86,2.71,13.51,13.82,[]
2024-03-15 09:06:30.500,390.5,2374,52.7,89.1,34.3,24.3,30.1,1.26,1.85,14.06,13.94,[]
2024-03-15 09:06:31.000,391.0,2357,53.1,89.4,34.1,23.9,31.8,3.14,2.39,13.75,13.86,[]
2024-03-15 09:06:31.500,391.5,2427,53.6,89.7,33.4,25.3,33.0,1.4,2.72,13.94,13.9,[]
2024-03-15 09:06:32.000,392.0,2389,54.3,90.1,33.9,25.2,29.6,0.34,2.87,13.54,13.94,[]
2024-03-15 09:06:32.500,392.5,2389,53.0,89.8,34.3,25.5,25.1,0.51,2.43,14.15,13.89,[]
2024-03-15 09:06:33.000,393.0,2372,53.3,89.6,34.9,24.7,32.0,2.18,2.5,13.98,13.92,[]
2024-03-15 09:06:33.500,393.5,2388,52.3,90.2,34.0,26.2,32.8,1.34,2.56,13.86,13.91,[]
2024-03-15 09:06:34.000,394.0,2427,50.5,90.6,33.9,25.9,30.0,0.97,2.33,14.05,13.86,[]
2024-03-15 09:06:34.500,394.5,2450,53.2,90.2,34.5,26.0,31.2,0.7,2.72,14.53,13.72,[]
2024-03-15 09:06:35.000,395.0,2458,52.6,90.0,33.4,26.1,31.2,1.81,2.7,14.39,13.8,[]
2024-03-15 09:06:35.500,395.5,2476,51.2,89.7,35.4,25.9,35.1,1.35,2.2,14.31,13.88,[]
2024-03-15 09:06:36.000,396.0,2416,51.4,89.3,33.7,25.7,30.1,1.11,2.34,13.55,13.87,[]
2024-03-15 09:06:36.500,396.5,2488,51.7,90.8,35.1,27.8,31.1,1.1,2.37,14.48,13.86,[]
2024-03-15 09:06:37.000,397.0,2517,52.1,89.2,34.5,26.8,31.0,1.81,2.5,14.68,13.76,[]
2024-03-15 09:06:37.500,397.5,2514,50.8,89.7,34.7,27.9,32.3,1.11,2.59,14.64,13.92,[]
2024-03-15 09:06:38.000,398.0,2531,52.4,90.0,34.1,27.8,28.9,1.67,1.76,14.71,13.86,[]
2024-03-15 09:06:38.500,398.5,2531,50.2,90.1,33.9,29.3,31.8,1.64,1.61,14.67,13.78,[]
2024-03-15 09:06:39.000,399.0,2548,51.7,90.5,34.3,28.5,30.4,1.86,1.94,14.83,13.82,[]
2024-03-15 09:06:39.500,399.5,2576,50.0,91.5,33.9,28.4,34.0,1.35,2.6,14.95,13.81,[]
2024-03-15 09:06:40.000,400.0,2579,49.3,90.0,34.3,27.6,29.3,2.08,2.22,14.89,13.84,[]
2024-03-15 09:06:40.500,400.5,2585,49.1,89.5,34.3,28.0,30.0,0.79,1.92,15.14,13.93,[]
2024-03-15 09:06:41.000,401.0,2551,49.6,90.2,33.7,29.3,30.6,1.45,2.2,14.84,13.92,[]
2024-03-15 09:06:41.500,401.5,2523,49.4,90.8,33.7,29.7,33.6,1.59,2.47,14.72,13.83,[]
2024-03-15 09:06:42.000,402.0,2540,51.2,89.7,33.8,30.0,33.2,2.4,2.4,14.66,13.83,[]
2024-03-15 09:06:42.500,402.5,2614,48.9,89.6,34.3,28.4,33.6,1.65,2.3,15.23,13.75,[]
2024-03-15 09:06:43.000,403.0,2633,47.8,90.1,34.1,30.2,36.9,1.7,1.91,14.96,13.84,[]
2024-03-15 09:06:43.500,403.5,2632,50.0,90.4,34.4,30.7,31.3,2.58,2.31,14.79,13.79,[]
2024-03-15 09:06:44.000,404.0,2598,48.6,90.2,33.6,30.4,34.0,0.97,2.28,15.14,13.7,[]
2024-03-15 09:06:44.500,404.5,2699,48.2,89.8,33.9,31.5,37.2,2.06,2.35,15.48,13.83,[]
2024-03-15 09:06:45.000,405.0,2660,46.7,89.5,34.3,30.5,31.0,1.07,2.25,15.08,13.78,[]
2024-03-15 09:06:45.500,405.5,2660,47.6,89.2,34.5,31.5,30.1,1.7,2.41,15.45,13.82,[]
2024-03-15 09:06:46.000,406.0,2676,46.6,89.9,34.0,31.9,37.5,2.01,2.38,15.46,13.76,[]
2024-03-15 09:06:46.500,406.5,2679,46.4,89.9,33.7,32.2,37.6,1.03,2.56,15.29,13.76,[]
2024-03-15 09:06:47.000,407.0,2685,48.7,89.3,34.1,33.1,38.4,1.51,2.76,15.52,13.82,[]
2024-03-15 09:06:47.500,407.5,2638,47.8,89.9,34.4,33.5,30.8,0.78,1.75,15.12,13.77,[]
2024-03-15 09:06:48.000,408.0,2711,47.1,90.3,33.2,32.8,31.7,1.49,2.36,15.24,13.88,[]
2024-03-15 09:06:48.500,408.5,2704,46.9,89.8,34.4,33.6,35.5,1.09,2.36,15.38,13.88,[]
2024-03-15 09:06:49.000,409.0,2705,46.7,88.7,34.5,33.5,33.5,0.92,2.0,15.92,13.86,[]
2024-03-15 09:06:49.500,409.5,2742,45.0,89.8,34.0,33.7,35.1,2.12,2.34,15.88,13.75,[]
2024-03-15 09:06:50.000,410.0,2709,45.9,90.0,34.4,33.4,32.4,2.04,2.69,16.03,13.84,[]
2024-03-15 09:06:50.500,410.5,2670,47.5,89.4,34.5,34.2,30.7,1.05,1.75,15.41,13.85,[]
2024-03-15 09:06:51.000,411.0,2695,46.1,90.0,33.9,31.1,30.2,1.32,2.32,15.28,13.91,[]
2024-03-15 09:06:51.500,411.5,2726,45.5,89.9,33.9,32.3,28.3,1.52,1.6,15.82,13.86,[]
2024-03-15 09:06:52.000,412.0,2709,46.7,90.8,34.4,33.4,32.7,2.86,2.56,15.54,13.8,[]
2024-03-15 09:06:52.500,412.5,2742,47.0,89.1,34.1,34.3,34.9,1.59,2.17,15.78,13.85,[]
2024-03-15 09:06:53.000,413.0,2704,45.4,90.3,33.2,32.1,33.8,1.21,2.3,15.3,13.86,[]
2024-03-15 09:06:53.500,413.5,2786,45.0,90.4,33.4,35.5,36.4,2.05,2.33,15.75,13.79,[]
2024-03-15 09:06:54.000,414.0,2724,44.0,90.5,33.6,34.1,34.5,1.65,2.07,15.57,13.83,[]
2024-03-15 09:06:54.500,414.5,2806,43.2,90.6,34.8,34.6,30.4,1.27,2.58,15.52,13.81,[]
2024-03-15 09:06:55.000,415.0,2741,45.2,89.4,33.8,34.9,33.6,2.16,2.44,15.51,13.82,[]
2024-03-15 09:06:55.500,415.5,2807,45.2,89.1,34.1,35.7,31.2,0.46,2.33,15.91,13.87,[]
2024-03-15 09:06:56.000,416.0,2725,44.7,89.8,33.9,34.1,32.8,2.2,2.8,15.53,13.88,[]
2024-03-15 09:06:56.500,416.5,2774,42.9,89.9,34.2,35.4,33.6,1.52,2.41,15.71,13.84,[]
2024-03-15 09:06:57.000,417.0,2735,43.4,90.7,34.2,35.1,34.9,1.77,2.12,16.22,13.77,[]
2024-03-15 09:06:57.500,417.5,2773,42.0,90.2,34.4,34.8,32.6,1.59,2.58,15.54,13.84,[]
2024-03-15 09:06:58.000,418.0,2772,42.9,90.4,34.5,34.2,29.4,2.08,2.17,15.46,13.81,[]
2024-03-15 09:06:58.500,418.5,2842,42.7,89.6,33.8,35.3,35.3,1.69,2.65,16.06,13.92,[]
2024-03-15 09:06:59.000,419.0,2758,40.8,90.3,33.2,34.6,33.6,1.08,2.37,15.55,13.92,[]
2024-03-15 09:06:59.500,419.5,2747,40.7,90.2,33.4,34.6,33.4,2.16,2.38,15.55,13.79,[]
2024-03-15 09:07:00.000,420.0,2787,40.7,89.7,33.8,32.4,32.7,1.27,2.42,16.02,13.79,[]
2024-03-15 09:07:00.500,420.5,2806,41.7,90.3,34.3,33.2,32.7,1.59,2.1,16.01,13.8,[]
2024-03-15 09:07:01.000,421.0,2762,43.5,89.7,33.7,36.2,34.5,1.51,2.27,15.61,13.78,[]
2024-03-15 09:07:01.500,421.5,2811,43.1,90.0,33.8,35.1,34.3,1.18,2.85,16.0,13.79,[]
2024-03-15 09:07:02.000,422.0,2807,41.8,89.1,34.5,34.7,32.7,2.15,2.52,16.03,13.76,[]
